Preparation Time (mins),Cancellation Status,Order Hour (24h),Distance (km),Delivery Time (mins)
19,True,7,37.58837879623049,134
27,False,4,28.2920381284488,146
46,False,16,25.5281941961526,139
49,False,17,10.35616694317021,76
7,True,20,5.265226905002208,33
56,True,13,11.648850010550788,77
44,False,5,15.933245048073912,99
35,True,0,38.03287893550906,148
42,False,21,31.58964497805756,115
26,False,0,27.68243370562828,107
23,False,22,16.559561132997445,87
15,False,16,29.321941268749043,93
25,False,8,23.179956452324493,108
14,False,10,24.94881790492113,94
17,True,7,3.0953312893026887,44
55,True,11,23.452653125978745,141
28,False,5,18.06439112901455,81
40,False,10,10.062136807442528,84
54,True,1,26.592545004362687,119
22,False,1,28.77784811169865,107
59,False,12,3.2200557292899648,84
57,False,21,3.911330904288405,100
32,False,15,17.32301288840328,79
10,False,17,6.839149235485497,37
36,False,2,31.568741643541,121
5,False,4,31.279053626366565,106
60,False,1,29.811299379401785,116
19,False,4,7.304987086066553,68
59,False,8,0.4168734285129565,57
14,True,19,2.689550085245098,37
11,False,7,10.763252143027715,43
40,False,18,8.70297886259369,99
8,False,9,34.544787204954595,108
37,False,4,5.64113225112214,64
8,False,21,39.58779168747063,147
30,False,4,36.26953394798147,136
27,False,1,37.330766266825535,114
9,False,13,18.60579495387491,45
40,False,0,38.76712523150546,143
20,False,23,8.803093318419192,51
43,False,16,26.570005768141943,123
8,False,17,28.107346027852177,102
26,False,11,37.80967587733976,143
23,False,13,35.336448305604335,117
44,False,17,30.25542207777075,132
54,False,7,1.0227534803796223,66
26,False,15,14.034115053295007,98
58,True,18,32.77442574189675,148
10,False,2,27.70474558900751,99
12,False,22,5.527578697546288,41
46,False,17,27.70471078952428,137
33,False,0,9.76873344953112,56
8,False,1,9.337622643741556,55
60,True,7,34.2130641458368,152
25,False,14,36.94023055697133,106
22,True,23,39.11959663069429,147
24,False,8,3.190880559329168,47
45,False,9,28.88629126110756,133
59,False,15,22.81259461507197,130
17,False,14,25.778053222753787,72
22,False,0,27.111366099514644,98
46,False,2,9.60263799408534,98
41,False,18,8.950977097884905,76
13,False,9,1.949756266354159,25
44,False,9,2.793705701095308,39
60,False,17,26.55591887646189,140
25,False,0,34.2574978514415,130
48,False,1,0.2631046788054058,74
33,False,8,13.117427124318702,80
38,True,20,22.815120483911823,109
23,False,10,30.66323248887073,98
41,False,12,19.87214052993067,106
23,False,6,17.170027106271952,73
58,False,7,36.26092302228625,140
6,False,20,25.79407575498065,99
24,False,23,9.74780487009266,61
60,True,20,6.599322460651656,95
49,False,9,19.73248465105528,90
38,False,18,19.008619635106623,97
22,True,20,38.020136813780205,153
11,False,17,9.43821345380997,58
59,False,19,21.92374886756393,103
21,True,16,6.756515892303123,51
22,False,17,5.279192655988013,42
56,False,14,24.81319072689812,126
28,False,22,38.52954621529834,126
37,True,16,10.16465798000212,79
57,False,20,14.759414101655278,114
41,False,5,8.956097238915637,76
18,False,9,27.13077717321212,105
9,True,8,21.36789438874078,88
52,False,20,24.38634779096037,104
45,False,0,28.09424751169944,139
8,False,19,12.845922010971831,40
56,False,8,21.109137062779293,131
19,False,20,36.39985758606351,122
58,True,2,18.24768038039275,113
21,False,2,11.379091393815903,69
51,False,2,3.982167094169543,81
41,True,16,39.09016712589882,161
9,False,21,27.54076673964232,101
16,False,10,5.9639949583134335,37
51,False,20,30.93538674160299,130
19,False,22,5.304770850849803,34
21,False,13,39.77700839794687,147
5,False,7,18.25181066538481,85
10,True,23,35.6847276089711,132
59,True,5,3.367023703628687,87
20,False,0,0.4116514695973624,32
33,False,8,30.16066612795833,116
43,False,0,8.925026608062597,79
33,False,13,15.225520929617351,65
52,False,21,30.192440396507045,135
7,False,17,24.84023622665728,82
40,False,15,6.472500668806184,76
50,True,5,22.928767621342043,115
49,False,23,22.14064237467805,109
44,True,3,12.610821411036842,77
13,False,18,20.60399524806992,86
25,False,7,19.205888058751835,74
22,False,16,26.10348520762665,88
27,False,2,6.845784016768596,62
46,False,12,2.255993397312192,63
42,False,17,21.28136161413016,116
16,False,15,22.728327692376705,89
52,False,13,6.883631340463588,82
35,False,4,12.518499092351895,71
43,False,23,8.496681201103652,56
39,False,4,25.83983360929323,112
15,True,7,39.907840192143695,141
50,False,7,14.891130957530684,104
10,False,13,5.411794892787848,35
23,False,0,10.25607716782007,63
21,False,8,8.232921122155625,71
44,False,18,33.95094647367144,155
32,False,11,37.63163599153516,130
21,False,17,5.6263133611760505,49
25,True,20,8.822235973450974,56
47,False,5,22.047075859617923,116
36,False,18,32.30817046672522,127
7,False,14,28.83646439579945,92
26,True,11,27.008023504739903,109
9,False,18,6.659004889212883,40
25,False,8,26.774851211341563,107
49,False,12,1.1815688752457976,55
15,True,2,34.5945137218601,119
18,False,21,15.420196401844,87
31,False,8,34.788989103587056,119
19,False,17,21.48081965902211,81
21,False,23,18.554702793947584,90
55,False,14,4.8451265938875805,77
6,True,20,13.917112408722067,50
21,False,18,21.24404526242936,102
48,False,4,23.153902916715666,99
7,True,19,24.518895389338017,83
33,False,6,15.558667115962947,83
39,False,20,10.428389269005628,77
46,False,16,31.985811580274333,136
49,False,4,34.3457337995344,150
14,False,2,5.904164337299008,42
32,False,1,25.128670969894355,120
33,False,17,20.60144418644803,100
16,False,6,25.12639884230736,92
22,False,14,7.266003368478604,54
26,False,23,21.81731860981361,93
17,False,12,22.691744984361268,86
22,False,21,26.739215895343825,98
23,False,1,29.58899448071039,104
56,False,9,20.02848434437125,109
21,True,5,15.596287298190711,72
36,False,6,4.827022672756307,43
51,True,4,36.203145164951806,148
12,False,21,13.504194183217352,40
20,False,8,3.997980895947593,41
26,True,4,28.324410354363803,119
60,False,16,22.58542262024405,123
8,False,4,1.1188112335413558,10
28,False,5,34.93945510535115,131
27,False,9,20.02032635658232,77
20,False,8,35.83012616104518,109
56,False,19,2.076083448468101,83
53,False,18,11.014035816786349,95
16,False,4,28.67027167659917,104
23,True,18,38.44832773296485,144
28,False,19,8.065943338316597,70
40,True,11,31.92438679777386,145
21,False,5,22.778957120923955,73
43,False,13,34.80439098188248,144
18,False,2,10.554595681589102,48
47,False,4,19.944504112140795,93
32,False,9,7.065517663869466,64
51,True,14,31.84095404086133,143
30,False,11,19.770316506041624,81
6,False,17,3.2584120749244656,43
23,False,17,28.096759946141493,107
6,False,1,30.21727308472742,99
23,False,12,10.69091521236291,50
33,True,14,1.3256942923433015,52
29,True,17,10.48125049424927,64
54,True,12,32.9077463164282,143
28,False,16,36.06182580870709,131
43,False,3,31.97789918855032,131
9,False,15,30.84842727115188,112
46,False,23,4.324700055804406,61
17,False,14,31.06817540376431,116
28,True,5,3.000890375423159,41
41,False,16,5.455200253689622,65
26,False,20,5.046753960014605,36
38,True,19,9.35281346961077,71
10,False,23,37.19136225668456,122
58,False,17,12.473424820412337,85
9,False,9,16.27306462605923,63
7,False,5,36.75791571203724,110
8,False,12,11.587058418026606,53
28,False,22,29.947363178403258,105
22,False,13,28.10394512269522,89
51,True,15,36.34702631532752,137
58,False,2,20.48665835832884,112
32,False,8,21.211065510064,82
25,True,2,33.94580773140086,129
55,True,0,18.76576418378138,109
8,False,4,37.36826212517831,133
31,False,22,13.887520318651625,64
9,False,11,17.618055685093246,80
9,False,9,20.13433150609994,79
34,False,22,19.535504097568968,91
43,False,9,36.4884493500672,131
9,False,7,22.68166054571145,73
47,False,11,31.86299471989076,134
33,False,7,31.38014472369317,129
9,True,15,21.75213305097805,73
22,False,8,38.07098432893456,95
9,False,22,26.59749079537492,89
60,False,15,23.10981097194572,108
23,False,5,23.95088428735185,74
30,False,23,2.226809891647897,49
22,False,14,0.8569975286339411,48
18,False,6,22.30802688593768,109
31,False,23,35.36145833542569,120
11,False,10,15.914203818284486,71
33,False,20,21.197159539344764,93
37,False,7,18.76992464281789,95
9,False,12,11.392517668296744,52
13,False,14,25.91568043535184,100
12,False,7,4.316640777971082,41
50,False,5,23.204582882553407,113
31,False,4,0.597845944957824,55
36,False,20,35.169024721807794,134
46,False,2,21.98543357780237,111
45,False,9,14.456756253825397,89
45,False,2,24.481802235169365,105
32,False,4,15.899814208696576,89
56,True,9,28.6674066441143,128
7,False,13,14.858957477453258,47
55,False,8,1.5799006064386032,81
49,False,15,29.67255794905182,138
43,False,15,36.70724937820381,137
48,False,17,28.39586824203937,154
21,False,17,35.46446026252972,119
17,False,12,9.55477993392822,64
30,False,10,14.016918136114208,69
11,False,1,5.040634384518265,50
51,False,10,17.814012067590163,115
22,False,11,8.2837282416472,51
56,True,14,35.50883316241071,150
5,False,15,0.1193680731585773,29
34,False,18,31.424364243086675,122
41,False,2,27.009050403973365,129
30,False,7,13.018682673274524,66
38,False,15,3.830149814597105,67
20,False,1,31.69600970017805,114
49,False,15,32.04132636174423,131
20,False,16,27.83462417454621,93
5,True,21,12.990195084421275,63
43,False,14,23.1933823576917,128
32,False,4,21.89719214422268,111
6,False,13,14.665937151680858,50
46,False,5,35.65433185261999,149
53,False,10,18.264908699948062,117
11,False,21,23.7569886307578,88
31,True,20,17.793439016095345,87
42,False,13,22.20827310360849,114
49,False,21,34.061722766495784,118
8,False,13,22.831770639621386,73
47,False,3,15.561900725547089,85
37,False,23,39.86389840575192,144
21,False,22,22.033914620170343,97
14,False,13,15.130700874497244,80
58,False,1,13.720277213852654,126
27,False,4,32.75602756595341,129
43,False,20,9.707108197510385,82
34,True,4,20.9624702586072,85
52,False,3,1.4855880731774642,70
13,False,1,39.042218054451176,118
22,False,16,13.10003070991612,81
40,False,17,0.4376677353812381,52
5,False,3,38.91830447486836,106
24,False,12,34.6786503828064,112
56,False,13,26.276475971139675,150
35,False,14,5.389551344481359,55
55,False,16,28.33674889596197,137
21,False,21,22.73711237212077,77
15,False,7,28.717558487421503,115
53,False,18,14.776841307705125,95
15,True,9,10.783059090512406,45
13,True,6,0.2626004878902465,20
59,False,14,4.7610081521460845,76
27,False,3,8.733383374087325,39
47,False,21,14.014505491139488,86
23,False,7,5.149183034675374,65
21,False,20,6.279901074197539,64
5,False,10,12.274561673528508,31
19,False,2,22.550822601976225,91
59,False,9,22.55781342741536,106
51,False,22,10.305710422961695,81
60,False,15,29.56438174288449,149
12,False,16,14.0100918666378,70
28,False,11,35.353693249829874,133
27,False,11,21.125052814583103,92
17,False,5,14.697224657456042,83
47,False,13,0.6515409813923572,51
24,False,9,2.794569435177748,33
40,False,10,29.37337491371142,117
21,False,17,10.713118799038334,80
37,False,9,4.710538179640238,54
48,False,10,28.90822417578148,119
40,False,8,0.4962894177688647,50
37,False,22,5.647023565585374,65
26,True,13,35.0484364316812,125
17,False,18,14.908385220067888,65
34,False,3,18.75794089863558,69
7,False,20,38.25761689628371,131
52,False,6,22.595512917334176,112
36,False,4,25.798773380696296,111
24,False,0,25.50344183568193,90
18,False,22,21.00469219889859,74
49,False,2,37.97029640736487,151
46,False,4,34.52384107235227,154
48,False,5,29.97133441090065,138
48,False,6,37.827061164179206,138
8,True,8,29.370973373054284,85
55,False,5,6.689864289246479,69
12,False,9,2.302921229920754,25
13,True,16,16.05228984015404,74
9,False,18,9.685736618162744,55
33,False,16,1.8885698154526165,57
37,True,10,3.385744868005665,52
34,False,2,0.5889941588867673,40
6,False,21,28.773529091225413,100
46,True,22,16.152158264839347,95
43,False,20,13.49600983866411,98
22,False,16,37.13712732180372,129
56,False,0,18.158240403322583,130
7,False,20,21.93419858358644,84
58,False,4,3.6224963475278735,87
42,True,0,2.272609707826461,75
33,False,13,2.305647881333936,21
22,False,10,19.375483677287416,85
53,False,22,11.353576893589452,79
40,False,0,23.214894286119293,109
22,False,13,7.846188522809312,50
41,False,4,14.772248903896488,98
48,False,18,2.29332760103809,64
9,False,0,27.68914349981354,102
32,False,13,34.33409479386121,138
31,False,13,36.54360316610519,140
6,False,3,3.28506272871574,25
30,False,20,30.58946342741852,121
24,False,17,39.4728487264922,122
42,False,18,34.42610832161159,140
34,False,16,29.0225052276835,99
45,True,20,19.1965595817916,109
54,False,20,10.3696282643251,90
57,False,6,5.550017037181537,71
18,False,15,0.5471006040578525,48
36,False,7,35.517880761935324,144
11,False,17,15.61564566522603,54
60,True,12,27.82581984922001,148
59,True,4,20.26854212409356,124
16,False,9,24.794939945317704,84
58,True,13,16.756761336469932,87
38,False,17,13.548343292919949,81
39,False,13,18.77026627544586,90
58,False,23,39.89842422859614,133
12,False,2,0.6687935266645969,25
44,False,22,30.14132109934499,140
29,False,15,3.6636151220862327,46
26,True,12,28.67635284563698,123
39,False,21,33.219726571770416,133
53,False,14,7.883820479158385,70
42,False,18,16.827148455086174,79
35,False,17,21.22148907343805,101
7,False,0,4.555177479871839,42
22,False,7,27.14993487785773,106
54,True,22,30.56299901275429,145
8,False,9,11.30695498871798,37
56,False,15,38.41118277884415,144
6,False,6,25.625162572610485,80
17,False,1,14.827629468668889,73
53,False,10,13.998195275663168,101
54,False,19,27.65091652157748,135
21,False,1,11.939450757839154,66
24,True,5,14.899077915162952,61
38,False,12,27.23102260745865,113
16,False,10,24.546310695884888,104
18,False,16,29.37550784004932,93
47,False,18,10.473294808265123,86
27,False,14,29.97750609182513,105
25,False,1,15.664937429307892,80
44,False,22,19.96704705495442,80
25,True,14,34.60567614490535,111
57,True,18,12.74959369014814,101
11,False,13,15.325299039747105,43
17,False,16,1.7992939179608265,39
16,False,23,33.77602254727873,114
45,False,17,20.75536346721194,101
30,True,10,23.61094575912974,116
20,False,7,12.671131366622433,67
23,False,7,8.575800698465997,70
33,False,1,3.7476494187752376,40
21,False,12,33.09559702876275,113
19,False,16,7.295355055194484,65
21,False,4,27.91151045386658,100
9,False,23,1.7151141279321729,25
45,False,9,5.318508080396617,73
13,False,20,10.18077941382588,48
33,False,20,3.6265509929068473,53
29,False,1,0.9938025371538182,35
5,False,11,22.376238893511804,71
35,True,21,2.720768676416249,54
30,False,5,12.808579406955726,60
39,False,2,11.726428391830549,81
47,True,14,5.635947859600605,71
11,False,9,3.318844803187183,17
13,False,22,8.208852721029723,43
55,False,7,3.954010595085351,69
19,False,21,3.375737492499171,45
37,False,1,25.47130439688678,112
34,False,7,29.621040495227263,115
39,False,11,15.872697480902696,89
58,False,18,10.896563094129668,85
53,False,8,9.558751213248549,79
6,True,21,37.42167308547099,129
9,False,13,8.252824153307879,39
37,False,4,3.9438456075940223,65
13,False,22,9.91030275435694,60
47,False,22,19.04311197551356,84
18,False,19,4.1683042754289,45
29,False,23,19.546499570157824,75
56,False,22,22.938778386751466,102
33,False,2,26.12535972086832,96
46,False,6,18.1801363559944,106
22,False,20,34.086605597579435,127
34,False,23,11.28199882218794,57
31,False,15,11.048183824829453,66
28,False,9,11.213856774769846,86
47,False,16,30.1824659357659,132
10,False,7,36.92931033613274,105
43,False,5,10.09035781615164,55
39,False,2,14.968582007328733,94
44,False,21,6.609929905903507,49
58,False,20,14.790725542127705,91
40,False,7,16.06913060660728,96
50,False,13,28.80627755637448,145
12,True,1,16.664289530740827,88
55,False,21,20.929856566339847,113
33,False,22,35.14226365053624,127
46,False,10,19.72749031097366,98
46,False,4,22.784641222363973,135
10,True,14,10.690285049906064,57
40,False,18,14.026888185461424,89
45,False,3,19.88770804834619,108
28,False,1,4.21629672111288,35
18,False,1,22.071640226898847,76
13,False,13,31.68874403549428,108
12,False,5,31.305769677871627,115
12,False,8,26.79374321577053,88
36,False,15,30.451771654817072,130
27,False,17,5.855184508574683,47
39,False,19,27.216001265609115,114
49,False,12,9.002395788890343,71
18,False,16,11.285831703781383,65
44,False,9,3.729813199682658,45
18,False,4,18.08078330295408,81
11,False,14,39.8051931032522,133
37,False,5,37.57178756957728,155
26,False,18,15.964107723212358,66
27,False,18,28.628385809775093,113
37,False,9,9.12929763545487,51
22,False,10,24.768207246360376,96
51,False,4,22.05930214446256,103
46,False,15,11.595583953136892,90
12,False,1,1.0188587916375795,10
42,False,3,37.66231328099205,140
47,False,23,36.43216695554762,145
5,True,0,14.0945432289654,77
24,False,17,34.69562091006813,106
30,False,13,8.735024837475914,67
52,False,2,11.440328944078066,86
23,True,7,22.396344676358265,64
9,False,6,38.53050703698519,102
31,False,23,16.285941032555133,81
23,True,17,5.649039301529149,55
46,True,6,36.686843693795055,145
33,True,11,33.529074963669146,130
39,False,2,22.2300436685275,100
15,False,3,31.94521679453635,100
56,False,18,6.609414578084489,71
47,True,20,5.514484205748577,83
18,False,20,1.5227236658711605,29
23,False,2,39.9571677440366,143
45,True,9,27.665778763644614,139
10,False,22,24.19475732439754,87
38,True,12,14.951799868587422,86
39,False,8,9.2476694532734,67
36,False,5,21.024437582251966,68
60,True,14,13.590179352526429,92
48,False,6,8.890297268655589,79
60,False,6,19.016454089513896,118
57,False,0,33.19197139657549,137
24,False,10,1.2422658894992653,45
55,False,5,35.63956893049104,149
40,False,6,11.08907701746664,76
32,False,1,14.566433959735912,71
5,False,10,26.78106912577644,100
57,False,4,27.741588669865497,129
54,False,1,22.272336631781453,113
48,False,19,37.03040515204495,142
29,False,11,18.55566280547446,91
6,True,0,32.016145069738066,89
19,True,19,9.534628529452432,55
38,False,21,39.117397179531615,165
14,False,3,34.56771680699924,111
13,True,20,22.3952509391319,87
24,False,11,23.3146062249851,104
26,False,23,24.301869558799183,100
38,False,7,27.670947520491296,105
30,False,22,11.91936996510406,92
46,True,7,19.69230999332668,103
39,True,16,15.049090150335251,81
17,False,12,6.779748847743406,40
32,False,7,24.84264255473916,107
31,True,22,12.378503642951816,87
5,False,3,5.307076127785046,42
11,False,1,16.681074929798907,74
44,False,22,1.8002084071936997,58
6,False,4,17.359956289209816,56
15,False,15,23.302150552960903,89
39,True,14,36.96455722250215,159
12,False,9,9.824967232563292,55
22,False,5,2.690175600033034,23
25,False,3,7.333417273483051,52
12,False,13,19.004986169490618,66
24,False,8,35.59054098590527,106
37,False,9,8.232293108034016,84
22,False,20,20.26325106415232,92
40,False,7,4.61778953855146,49
60,False,11,26.55584950910199,126
54,False,10,18.332045595452204,120
59,True,1,24.84209606549012,127
42,False,4,34.407632806717785,121
42,False,8,27.03723724426564,110
28,False,10,8.137522116128858,83
11,True,2,15.339633532483186,62
26,False,2,21.346828712108653,80
13,True,0,36.54115380373117,132
52,False,22,28.09733309696104,145
45,True,7,2.289709497835512,53
58,False,18,9.834282031656192,90
5,False,3,25.638516152231507,101
39,False,6,5.282507453915579,65
38,False,9,0.5956014034131281,45
43,False,9,7.546283525128392,65
20,False,12,28.7693267728046,114
9,False,3,5.010523074984007,32
35,False,8,2.3186830013802844,46
53,False,5,10.723773801522698,83
23,False,13,11.381178359279533,45
30,False,0,31.93134935499221,117
35,False,9,5.169437292498197,53
35,False,5,9.63166099771556,63
52,True,23,32.52539153558642,126
13,False,19,33.96564267931804,122
57,False,23,9.241558995870497,86
14,False,7,37.72335807515083,125
32,False,5,27.6899532618088,100
17,False,12,39.85011188046911,146
27,False,8,9.098364097025256,63
59,False,18,10.808582784542883,78
38,False,17,6.4548872526401695,69
52,False,7,13.207567530182612,80
12,False,23,12.0906978722828,67
31,False,18,26.25522462763933,110
13,False,4,39.27387471665878,129
59,False,6,24.00081818625811,128
56,False,7,31.02786894662255,151
10,False,14,28.5606172194179,104
46,False,7,20.660157332601354,108
13,False,8,8.665572788337721,59
58,False,6,19.25760868337617,129
28,False,16,8.41590857493944,53
36,False,1,39.61240452605883,120
29,True,22,10.50536874874143,74
44,True,0,0.6245219406829452,49
23,False,15,17.973033006497165,78
24,False,8,27.213260241414865,100
27,True,13,31.304109663946704,126
46,False,15,32.95624751253179,137
31,False,8,11.053267064385617,79
51,False,21,37.072405109332784,151
52,False,12,5.958709010026648,68
60,False,21,36.68191468681622,170
45,False,0,4.602640334711936,57
48,False,14,32.28125910329626,145
59,False,18,23.36756875525325,126
43,False,11,24.16398198259838,139
36,False,5,32.769148359794194,138
17,False,5,14.375391541998148,71
39,False,6,4.693701766373972,69
50,False,23,35.26546928682801,151
18,False,0,13.081597873205704,60
14,False,17,23.05195788336607,83
42,False,5,8.063192025571476,87
60,False,12,10.835051972019686,87
33,True,4,25.56616182673756,98
45,False,19,26.99142614929289,117
54,False,5,3.98261364800419,65
17,False,12,12.862089839222344,76
22,True,7,20.077216802680464,69
28,False,1,37.32163149376289,141
41,False,14,13.448776713513006,91
55,False,9,0.5184564156731254,44
58,False,11,3.647558326603908,74
13,False,17,34.42242830470868,106
7,False,19,21.047857742204503,85
43,False,9,6.605496490611311,58
28,False,0,25.86746751424169,100
60,False,4,28.347321658615616,144
51,False,9,37.87857051866382,148
24,False,6,24.18365210632953,91
39,False,17,9.393325272554035,65
14,False,18,20.68891778303997,113
57,False,8,7.941979026271599,66
52,False,20,20.984283029459814,112
60,False,2,10.379317034828878,73
60,False,4,23.66374409893595,123
19,False,2,29.166855547320125,121
44,True,13,32.83070713871102,137
51,False,5,12.250970191453003,82
57,False,2,6.056012727972565,76
32,False,14,2.225429334995745,29
22,False,20,38.64459499437916,142
5,False,0,27.71496526839909,106
51,False,10,34.94233682379825,131
15,False,18,35.532312797270336,122
57,False,23,21.213433578056,128
34,True,11,14.49733132736415,86
16,False,11,22.718192608813084,75
34,False,20,18.7898704163192,86
15,False,21,21.093052232794594,96
60,False,18,35.31071284170522,151
8,False,10,27.629949931781464,106
28,False,12,10.556336136603612,71
48,False,4,7.514569124034666,89
19,False,23,3.4136499710410138,39
43,False,1,24.7956275019448,119
41,False,21,34.32222379351898,124
17,False,13,9.18189188190369,71
21,False,22,10.183301218998269,77
33,False,8,33.55459022673341,133
39,False,4,21.687189430918924,110
38,False,10,4.765097665777632,60
23,True,0,14.049029418780988,84
14,False,3,19.99750933081864,88
47,False,8,28.409248796785345,121
54,True,22,25.70605267876873,106
44,False,9,27.89837245313018,114
51,False,7,28.27945164144776,122
8,False,2,30.50860616262824,92
46,False,9,6.013015151403089,64
12,False,18,4.806229564081262,36
39,False,3,15.11629433528351,72
44,False,17,6.055616994953386,85
58,False,13,37.76744698038348,153
42,False,5,14.687741382207747,81
45,False,23,1.4054496231668003,57
23,False,20,29.113764545587788,94
60,False,15,22.508383166463588,116
19,False,21,10.057000595566596,61
7,False,6,25.04115469784468,84
54,False,7,9.20911240388332,82
44,False,13,18.573022257885256,89
46,False,9,7.229379527680537,84
15,False,20,21.794976684284144,91
56,False,5,16.096671997326197,100
27,False,22,2.6296445383201967,54
25,False,13,30.9245480637588,120
29,False,13,20.73230197675,104
7,False,18,8.570634804950835,46
54,False,20,5.33008233007019,77
35,False,1,23.71713366165993,106
24,False,7,5.593049095465174,44
19,False,8,39.067741723027616,143
9,False,8,3.753351839381824,39
44,False,21,34.40219311349831,131
51,True,4,21.20238747564117,108
53,True,16,36.89447586458063,160
9,False,5,3.8630586307329375,23
26,False,7,21.72410455929016,86
41,False,13,19.14870163154895,113
42,False,22,23.28459750870723,96
46,False,9,37.65208990799688,146
60,False,7,2.6848782582384656,79
32,False,7,26.76568235731469,116
13,False,16,6.080991785628542,36
53,True,2,36.561087528301336,138
52,False,9,33.04719054346939,145
11,False,3,10.980840908118203,49
48,False,11,31.600095614256848,126
30,True,9,8.363170853308608,56
10,False,12,25.33383695071312,83
45,True,23,23.40266882542051,103
52,False,18,12.744278266527152,95
7,False,8,0.7487988045515129,19
58,False,12,15.26285886677483,116
46,False,12,36.78436382746506,157
60,True,19,20.90740439519741,127
48,False,15,36.401857484327934,164
43,False,16,7.315269023203931,94
46,False,0,19.544170039500063,91
25,False,16,1.8050348929168256,52
32,False,10,10.424545183605842,61
6,False,0,14.52895073770575,84
39,True,16,12.748443334538017,108
55,True,1,30.27833627660328,159
57,False,2,23.69703992159248,131
16,False,21,26.69971538716153,66
38,False,13,19.68117355721997,124
55,False,8,35.10974196725121,153
49,False,21,31.359727187635027,144
50,False,3,18.284601549843984,113
13,True,14,4.709336330965428,50
38,False,18,18.83664269541993,100
20,False,15,39.38775287810525,142
28,False,11,12.74425466144158,51
44,False,8,33.01496778097447,152
51,False,16,10.354444392535784,66
11,False,7,38.97648945840374,118
52,False,10,35.30672595493226,165
38,False,19,4.032804451875784,70
25,False,10,36.96662356992566,129
44,True,20,30.57515746030591,126
10,False,6,20.627957233650623,71
8,False,5,34.17988730782774,109
6,True,15,1.4698289721569229,37
24,True,19,9.014571079431391,80
27,False,1,5.657580911705239,36
26,False,13,34.36808790999548,133
13,False,6,23.317624926298908,107
22,True,1,24.780467251071425,111
9,False,0,33.40405784070333,121
55,False,23,28.43293687610016,138
19,False,4,19.37976486627225,100
8,False,18,19.297328794685725,81
29,False,14,16.246055681951184,98
47,False,15,13.583155867144296,88
58,False,1,4.933039559545068,88
51,False,9,28.755755825729544,136
58,False,21,17.910443251335188,107
58,True,5,22.959862073191893,124
60,False,5,19.05504356135858,123
52,False,8,26.569698927517848,125
58,True,9,27.23961314998499,139
15,False,1,22.66776697691108,90
21,False,5,18.737580104902595,89
44,False,7,13.15708960679157,84
54,False,22,29.392677511506506,130
46,False,0,21.957261060901928,100
60,True,17,26.758324428751138,125
36,True,10,12.646015445260156,70
41,False,20,27.22414984933766,131
18,False,19,38.41814369394572,120
59,False,10,39.35417851107562,180
30,True,17,32.300932235253455,129
6,False,16,16.011874098834333,55
